transaction_id,account_id,transaction_date,transaction_type,amount,description,counterparty,location,method
TXN_63869212,CUST_0010_ACC_1,2025-04-24,Online_Transfer,503.82,Grocery purchase,Green Ltd,,Mobile
TXN_53FEE078,CUST_0010_ACC_1,2025-03-17,Wire_Transfer,3935.18,Auto loan payment,,,Mobile
TXN_EAF0A85C,CUST_0010_ACC_1,2025-03-07,ACH_Debit,4747.27,Online purchase,,,Electronic
TXN_BE3A0209,CUST_0010_ACC_1,2025-05-08,Debit_Purchase,59.43,Mortgage payment,,Branch_Suburban_Center,Online
TXN_7ADB6281,CUST_0010_ACC_1,2025-02-08,Check_Deposit,27.57,Gas station,Coffey PLC,,Online
TXN_BA546ECB,CUST_0010_ACC_1,2025-07-21,ACH_Credit,3844.0,Credit card payment,,,Online
TXN_43F36513,CUST_0010_ACC_1,2025-03-02,Direct_Deposit,3909.03,ATM withdrawal,,,ATM
TXN_1997F1BA,CUST_0010_ACC_1,2025-05-03,Debit_Purchase,1684.03,Gas station,,,Electronic
TXN_90D4A433,CUST_0011_ACC_1,2025-07-31,Check_Deposit,4969.41,Medical payment,,Branch_Southpark_Ave,Mobile
TXN_7625EC8E,CUST_0011_ACC_1,2025-06-21,Wire_Transfer,3796.19,Rent payment,,Branch_Southpark_Ave,ATM
TXN_E8BB2795,CUST_0011_ACC_1,2025-03-17,ATM_Withdrawal,1560.98,Medical payment,,,Mobile
TXN_4B436D04,CUST_0011_ACC_1,2025-04-23,ATM_Withdrawal,1233.75,Gas station,"Jackson, Lane and Wilkinson",,Online
TXN_635D2754,CUST_0011_ACC_1,2025-02-12,Direct_Deposit,3988.68,Insurance payment,Campos-Wilson,,Branch
TXN_CD77307E,CUST_0011_ACC_1,2025-03-05,ACH_Debit,3644.35,Grocery purchase,,,Online
TXN_1278A2CF,CUST_0011_ACC_1,2025-04-15,ACH_Debit,3898.15,Credit card payment,,Branch_Suburban_Center,Electronic
TXN_5C862560,CUST_0011_ACC_1,2025-03-29,Wire_Transfer,4380.15,Auto loan payment,,,Branch
TXN_1D72ACF4,CUST_0011_ACC_1,2025-06-17,Debit_Purchase,1086.32,Bill payment,"Hall, Vega and Price",,Branch
TXN_AF31D1F7,CUST_0011_ACC_1,2025-03-22,Online_Transfer,4394.66,Investment transfer,,Branch_Suburban_Center,Online
TXN_30EA5F10,CUST_0011_ACC_1,2025-05-09,Online_Transfer,1909.8,Education payment,Smith-Ho,,ATM
TXN_9685D6A7,CUST_0011_ACC_1,2025-04-24,Online_Transfer,1538.64,Grocery purchase,,Branch_Airport_Terminal,Mobile
TXN_867A8437,CUST_0011_ACC_1,2025-06-05,ACH_Debit,3171.15,Mortgage payment,"Vega, Williams and Hardin",Branch_Northgate_Mall,Online
TXN_0EBA65EE,CUST_0011_ACC_1,2025-05-28,Online_Transfer,2112.99,Gas station,,,ATM
TXN_59DB3FD7,CUST_0011_ACC_1,2025-07-25,ACH_Credit,207.18,Mortgage payment,,,Electronic
TXN_2F316D7C,CUST_0012_ACC_1,2025-04-21,Debit_Purchase,2541.68,Rent payment,,,Branch
TXN_7F6DDBDD,CUST_0012_ACC_1,2025-07-18,ACH_Debit,3645.74,Restaurant,,,Branch
TXN_26B6F55E,CUST_0012_ACC_1,2025-07-07,ACH_Debit,2851.07,Online purchase,,,ATM
TXN_034B43B2,CUST_0012_ACC_1,2025-04-04,Debit_Purchase,471.41,Insurance payment,Lang-Scott,Branch_Airport_Terminal,ATM
TXN_A41F9F70,CUST_0012_ACC_1,2025-05-19,Debit_Purchase,2759.81,Salary deposit,,,Electronic
TXN_C80DBD0C,CUST_0012_ACC_1,2025-04-26,Wire_Transfer,4148.47,Auto loan payment,"Curry, Navarro and Chapman",,ATM
TXN_B4873423,CUST_0012_ACC_1,2025-03-10,Direct_Deposit,2856.96,Rent payment,Byrd-Kaiser,,Online
TXN_80031D8A,CUST_0012_ACC_1,2025-03-31,Online_Transfer,3815.59,Education payment,,,Mobile
TXN_095A7832,CUST_0012_ACC_1,2025-02-04,ATM_Withdrawal,2568.23,Online purchase,Decker Inc,,Electronic
TXN_F22783A0,CUST_0012_ACC_1,2025-04-18,Debit_Purchase,4366.46,Restaurant,,,Online
TXN_31C72467,CUST_0012_ACC_1,2025-05-08,ACH_Debit,3021.31,Rent payment,"Griffin, Robinson and Campbell",,Online
TXN_C336CF1F,CUST_0012_ACC_1,2025-03-09,ACH_Credit,535.83,Salary deposit,Harvey Inc,,Mobile
TXN_A5307847,CUST_0012_ACC_1,2025-07-21,Debit_Purchase,695.7,Online purchase,"Shannon, Robinson and Greene",,ATM
TXN_0AED77B7,CUST_0012_ACC_1,2025-02-24,ACH_Credit,1344.15,Auto loan payment,,,Mobile
TXN_634CA703,CUST_0012_ACC_1,2025-07-25,Wire_Transfer,1407.83,Medical payment,,,Online
TXN_E258774C,CUST_0012_ACC_1,2025-02-18,ACH_Debit,2933.94,Online purchase,,,ATM
TXN_56EA1B6A,CUST_0012_ACC_1,2025-05-22,Debit_Purchase,2330.29,Insurance payment,,,Mobile
TXN_51A84C05,CUST_0012_ACC_1,2025-04-11,Check_Deposit,1384.0,Mortgage payment,"Knight, Coffey and Kemp",,Branch
TXN_22E3571D,CUST_0012_ACC_1,2025-06-08,Online_Transfer,4352.61,ATM withdrawal,,,Branch
TXN_FA74E9DD,CUST_0012_ACC_1,2025-03-20,Direct_Deposit,3546.32,Auto loan payment,Guerrero-Jones,,Online
TXN_BF2C9650,CUST_0012_ACC_1,2025-04-25,Check_Deposit,867.23,Salary deposit,,,Branch
TXN_C8460AF7,CUST_0012_ACC_1,2025-08-01,Wire_Transfer,1047.57,Restaurant,,,ATM
TXN_47637CA3,CUST_0012_ACC_1,2025-06-21,Debit_Purchase,4220.57,Credit card payment,"Berger, Carrillo and Morris",,Branch
TXN_5EBFE711,CUST_0012_ACC_1,2025-03-04,Debit_Purchase,2802.9,Restaurant,,,ATM
TXN_AE14EE09,CUST_0012_ACC_1,2025-02-16,ACH_Credit,3737.94,Salary deposit,,Branch_Downtown_Main,Mobile
TXN_63475DEF,CUST_0012_ACC_1,2025-06-22,Check_Deposit,2972.56,Mortgage payment,Price-Ferrell,,Branch
TXN_3FEFC62A,CUST_0012_ACC_1,2025-03-21,ACH_Credit,2270.96,Rent payment,,,Electronic
TXN_2F4389AE,CUST_0012_ACC_1,2025-06-29,ATM_Withdrawal,1998.65,Restaurant,,,Branch
TXN_42CB631F,CUST_0012_ACC_1,2025-03-07,Wire_Transfer,293.23,Education payment,,,ATM
TXN_756F49D7,CUST_0012_ACC_1,2025-02-15,ACH_Credit,258.71,Online purchase,,,Mobile
TXN_54A0D239,CUST_0012_ACC_1,2025-07-29,Wire_Transfer,2689.96,Gas station,,,Branch
TXN_F11623E1,CUST_0012_ACC_1,2025-03-11,Wire_Transfer,2300.09,Medical payment,White-Vasquez,Branch_Suburban_Center,Electronic
TXN_47ADB19F,CUST_0016_ACC_1,2025-02-28,Debit_Purchase,3804.29,Auto loan payment,,,Electronic
TXN_30665998,CUST_0016_ACC_1,2025-06-21,Debit_Purchase,4142.9,Auto loan payment,,,Mobile
TXN_F839C86D,CUST_0016_ACC_1,2025-03-14,ACH_Credit,1957.3,Gas station,"Rodriguez, Alexander and Green",,Branch
TXN_D31C17C7,CUST_0016_ACC_1,2025-02-09,Online_Transfer,3789.15,Online purchase,,,ATM
TXN_E52DDD72,CUST_0016_ACC_1,2025-02-15,Check_Deposit,1601.89,Utility bill,"King, Griffin and Mosley",,Mobile
TXN_FC96AA20,CUST_0016_ACC_1,2025-03-01,ACH_Debit,3416.57,Bill payment,,,ATM
TXN_FEE3043E,CUST_0016_ACC_1,2025-05-29,Wire_Transfer,4378.87,Insurance payment,Ortega LLC,,Branch
TXN_F93F9D49,CUST_0016_ACC_1,2025-03-02,Direct_Deposit,2707.95,Mortgage payment,,,Branch
TXN_BB7FFABB,CUST_0016_ACC_1,2025-04-03,Wire_Transfer,4499.88,Credit card payment,,,Branch
TXN_148A97B6,CUST_0016_ACC_1,2025-04-14,Direct_Deposit,3165.36,Investment transfer,Robertson Group,,ATM
TXN_7DED4326,CUST_0016_ACC_1,2025-04-30,ATM_Withdrawal,1004.62,Salary deposit,,,Branch
TXN_12D32BE5,CUST_0016_ACC_1,2025-04-16,ATM_Withdrawal,4643.85,Bill payment,"Norman, Floyd and Fernandez",,Electronic
TXN_CA9A90ED,CUST_0016_ACC_1,2025-02-03,ACH_Credit,2555.8,Insurance payment,,,Electronic
TXN_3D73736C,CUST_0016_ACC_1,2025-07-24,Direct_Deposit,2381.9,Rent payment,Martinez-Nichols,,Online
TXN_7AD6D6F8,CUST_0016_ACC_1,2025-07-31,ACH_Debit,2432.04,Online purchase,Maldonado-Morales,,Mobile
TXN_88BF55F7,CUST_0016_ACC_1,2025-05-27,Online_Transfer,2819.79,Auto loan payment,,,ATM
TXN_BF9147CC,CUST_0016_ACC_1,2025-07-25,ATM_Withdrawal,616.43,Grocery purchase,,,Mobile
TXN_F40EA90B,CUST_0016_ACC_1,2025-02-19,Direct_Deposit,2782.33,Online purchase,"Castaneda, Peterson and Randall",,Mobile
TXN_2AC3B05D,CUST_0016_ACC_1,2025-06-19,Check_Deposit,3580.51,Grocery purchase,,,Online
TXN_9BCDB2AC,CUST_0016_ACC_1,2025-03-27,ACH_Debit,1069.25,ATM withdrawal,,,Online
TXN_D738078C,CUST_0016_ACC_1,2025-03-11,Online_Transfer,367.46,Rent payment,,,Electronic
TXN_50A055D5,CUST_0016_ACC_1,2025-05-13,Direct_Deposit,4775.48,Education payment,Guerrero-Evans,,Branch
TXN_3D4E80FF,CUST_0016_ACC_1,2025-04-14,ACH_Debit,1390.65,ATM withdrawal,,,ATM
TXN_FF2B755B,CUST_0016_ACC_1,2025-02-22,Wire_Transfer,3590.1,Mortgage payment,"Howard, Miller and Chen",Branch_Northgate_Mall,Electronic
TXN_5A1149A0,CUST_0016_ACC_1,2025-06-15,Debit_Purchase,3088.79,Insurance payment,,,Online
TXN_47FC0A48,CUST_0016_ACC_1,2025-02-28,ATM_Withdrawal,2734.27,Utility bill,,,Electronic
TXN_004F479E,CUST_0017_ACC_1,2025-03-09,ACH_Credit,2565.5,Online purchase,"Davies, Allen and Price",,Mobile
TXN_9A97E607,CUST_0017_ACC_1,2025-06-25,Check_Deposit,2737.25,Grocery purchase,,,Electronic
TXN_C571B184,CUST_0017_ACC_1,2025-05-29,Wire_Transfer,4894.8,Gas station,,Branch_Westside_Plaza,ATM
TXN_D930B3EB,CUST_0017_ACC_1,2025-05-03,Online_Transfer,2461.05,Rent payment,,,Mobile
TXN_91BD270E,CUST_0017_ACC_1,2025-07-26,ACH_Debit,4797.04,ATM withdrawal,Levy-Smith,,ATM
TXN_A0DB38D7,CUST_0017_ACC_1,2025-04-05,ACH_Credit,3236.02,Utility bill,,,Online
TXN_41659DBD,CUST_0017_ACC_1,2025-04-04,ATM_Withdrawal,3482.55,Medical payment,,Branch_Northgate_Mall,Online
TXN_7953F90B,CUST_0017_ACC_1,2025-06-12,Check_Deposit,4307.68,Utility bill,,,Online
TXN_17C963F9,CUST_0017_ACC_1,2025-04-16,ACH_Credit,4275.23,Insurance payment,,Branch_Westside_Plaza,Branch
TXN_AE88E411,CUST_0017_ACC_1,2025-03-13,ACH_Debit,4858.01,Online purchase,,,ATM
TXN_46F04846,CUST_0017_ACC_1,2025-05-31,ATM_Withdrawal,550.88,Gas station,"Ellis, Gregory and Sawyer",,Branch
TXN_347B4DEA,CUST_0017_ACC_1,2025-03-01,Wire_Transfer,2674.09,Salary deposit,,,Branch
TXN_25DC4874,CUST_0017_ACC_1,2025-05-18,ATM_Withdrawal,2112.64,Grocery purchase,Johnson and Sons,,Mobile
TXN_705BB836,CUST_0017_ACC_1,2025-05-02,ACH_Debit,1748.07,Auto loan payment,,,Electronic
TXN_2DD4A1ED,CUST_0017_ACC_1,2025-02-06,ACH_Credit,1808.05,Restaurant,,,Mobile
TXN_556CE7C4,CUST_0017_ACC_1,2025-07-16,ACH_Credit,4598.79,Utility bill,"Williams, Haynes and Anderson",,Online
TXN_3BE80A7D,CUST_0017_ACC_1,2025-03-06,Check_Deposit,3583.57,Insurance payment,,,Electronic
TXN_135D210A,CUST_0017_ACC_1,2025-02-11,ATM_Withdrawal,3532.25,Investment transfer,,,Online
TXN_675E2E4B,CUST_0017_ACC_1,2025-03-30,Online_Transfer,3440.19,Auto loan payment,Bryant and Sons,,Branch
TXN_1B8829A6,CUST_0017_ACC_1,2025-07-03,Direct_Deposit,4768.77,ATM withdrawal,,Branch_Northgate_Mall,Mobile
TXN_0EFF12BA,CUST_0017_ACC_1,2025-02-14,ACH_Credit,2033.96,Utility bill,Wilson PLC,,Branch
TXN_CB6841A7,CUST_0017_ACC_1,2025-06-26,ACH_Credit,817.71,ATM withdrawal,,,Electronic
TXN_6CF36FB9,CUST_0017_ACC_1,2025-03-14,Wire_Transfer,3423.65,Bill payment,,,Mobile
TXN_BEB4C6BA,CUST_0017_ACC_1,2025-06-27,ACH_Credit,3876.02,Bill payment,,Branch_Southpark_Ave,ATM
TXN_71366B3E,CUST_0017_ACC_1,2025-04-20,ACH_Credit,4785.81,Education payment,,,Branch
TXN_5C48F432,CUST_0017_ACC_1,2025-06-29,Direct_Deposit,20.88,Utility bill,,,ATM
TXN_19E642FF,CUST_0017_ACC_1,2025-07-29,Direct_Deposit,3478.23,Education payment,"Morales, Martinez and Sutton",,ATM
TXN_9E555B05,CUST_0017_ACC_1,2025-05-12,ACH_Credit,448.12,Education payment,,,ATM
TXN_65B31C80,CUST_0017_ACC_1,2025-04-01,ATM_Withdrawal,4137.97,Bill payment,,,Online
TXN_E57E139A,CUST_0017_ACC_1,2025-07-26,Online_Transfer,2058.88,Salary deposit,Duran PLC,,ATM
TXN_C18AD692,CUST_0017_ACC_1,2025-03-06,ACH_Debit,3218.01,Credit card payment,,,Electronic
TXN_D7AE8E72,CUST_0017_ACC_1,2025-02-14,ATM_Withdrawal,2032.77,Restaurant,,,ATM
TXN_D530D040,CUST_0018_ACC_1,2025-03-24,ATM_Withdrawal,3402.01,Grocery purchase,,,Branch
TXN_992AFDA2,CUST_0018_ACC_1,2025-06-19,ACH_Debit,3889.51,Salary deposit,Horton PLC,,Branch
TXN_CBAC704F,CUST_0018_ACC_1,2025-03-04,ACH_Debit,3570.24,Bill payment,Frost Inc,,Branch
TXN_A95A5E2F,CUST_0018_ACC_1,2025-02-27,Check_Deposit,1294.03,Insurance payment,"Salazar, Strickland and Smith",,Mobile
TXN_36CD1526,CUST_0018_ACC_1,2025-05-01,ACH_Debit,3658.44,Insurance payment,Smith Inc,,Mobile
TXN_B7FE4148,CUST_0018_ACC_1,2025-06-10,ACH_Debit,1347.77,Mortgage payment,,,Online
TXN_B852FF9D,CUST_0018_ACC_1,2025-05-20,Debit_Purchase,4166.55,Online purchase,Butler-Aguirre,Branch_Airport_Terminal,Branch
TXN_B6539092,CUST_0018_ACC_1,2025-06-22,ATM_Withdrawal,492.46,Investment transfer,,,ATM
TXN_7E05EB80,CUST_0018_ACC_1,2025-06-07,Direct_Deposit,3709.23,Auto loan payment,Thomas LLC,,Branch
TXN_8B664A89,CUST_0018_ACC_1,2025-05-08,Online_Transfer,4809.09,Grocery purchase,Allen-Thompson,,Online
TXN_CD562B2B,CUST_0018_ACC_1,2025-06-07,Online_Transfer,1849.99,Gas station,"White, Porter and Clements",,Branch
TXN_F7581095,CUST_0018_ACC_1,2025-05-26,Direct_Deposit,502.74,Insurance payment,,,Mobile
TXN_3F534112,CUST_0018_ACC_1,2025-06-23,Check_Deposit,2303.1,Rent payment,,,Online
TXN_6EB5297B,CUST_0018_ACC_1,2025-04-06,ACH_Credit,3829.59,Mortgage payment,Grant and Sons,,Mobile
TXN_D7B488C3,CUST_0018_ACC_1,2025-02-24,Debit_Purchase,916.01,Credit card payment,,,Mobile
TXN_18A52D7B,CUST_0018_ACC_1,2025-05-09,Debit_Purchase,4102.66,Bill payment,,,Electronic
TXN_8358FEAB,CUST_0018_ACC_1,2025-02-20,Online_Transfer,878.41,Medical payment,Huffman-Hatfield,,Online
TXN_FB856FFD,CUST_0018_ACC_1,2025-05-05,Direct_Deposit,2475.0,Bill payment,,,Electronic
TXN_17C98063,CUST_0018_ACC_1,2025-04-27,Online_Transfer,1826.17,Restaurant,"Hopkins, Hill and Lee",,Mobile
TXN_954CE0CE,CUST_0018_ACC_1,2025-06-26,Debit_Purchase,488.19,Education payment,,Branch_University_District,Mobile
TXN_CBB80271,CUST_0018_ACC_1,2025-06-06,Direct_Deposit,222.28,Auto loan payment,,Branch_University_District,ATM
TXN_D0362480,CUST_0018_ACC_1,2025-07-27,Debit_Purchase,1386.01,Medical payment,Jimenez-Moore,Branch_University_District,ATM
TXN_60B5D880,CUST_0018_ACC_1,2025-07-19,Online_Transfer,747.29,Online purchase,,,Online
TXN_0E70108B,CUST_0018_ACC_1,2025-02-12,Check_Deposit,2123.17,Medical payment,Mitchell-Hamilton,,Online
TXN_A33F7D4C,CUST_0018_ACC_1,2025-04-04,Check_Deposit,4815.78,Medical payment,,,Mobile
TXN_D733E95D,CUST_0018_ACC_1,2025-06-27,ACH_Debit,3019.54,Mortgage payment,,,Mobile
TXN_0403E913,CUST_0018_ACC_1,2025-06-19,Wire_Transfer,1081.44,Credit card payment,,,ATM
TXN_850C249B,CUST_0018_ACC_1,2025-02-10,Wire_Transfer,1693.54,Bill payment,"Williams, Medina and Moore",,Online
TXN_2D45403D,CUST_0018_ACC_1,2025-02-08,Online_Transfer,1582.08,Medical payment,,,ATM
TXN_8EECF38D,CUST_0018_ACC_1,2025-05-06,Direct_Deposit,816.0,Bill payment,,,Mobile
TXN_67FD7367,CUST_0018_ACC_1,2025-02-15,Check_Deposit,895.85,ATM withdrawal,,,Branch
TXN_97C30487,CUST_0018_ACC_1,2025-03-17,Debit_Purchase,666.31,Salary deposit,Watkins-Nguyen,,ATM
TXN_30DF7FCC,CUST_0018_ACC_1,2025-03-10,ACH_Credit,100.99,Rent payment,"Villanueva, Hall and Rodriguez",,Mobile
TXN_9A830CC2,CUST_0018_ACC_1,2025-03-16,ACH_Debit,3088.65,Education payment,,,ATM
TXN_2C70920D,CUST_0018_ACC_1,2025-03-17,Debit_Purchase,3244.95,Insurance payment,,,Electronic
TXN_BB25458A,CUST_0018_ACC_1,2025-04-18,ACH_Credit,1462.49,Grocery purchase,,,ATM
TXN_3C11CD82,CUST_0018_ACC_1,2025-03-10,Direct_Deposit,1300.24,Bill payment,,,Electronic
TXN_92AE5B01,CUST_0018_ACC_1,2025-07-13,Online_Transfer,574.78,Grocery purchase,,,Electronic
TXN_D48FEAC4,CUST_0018_ACC_1,2025-02-16,Check_Deposit,988.9,ATM withdrawal,"Washington, Zamora and Thomas",Branch_Suburban_Center,Branch
TXN_39FFFCF3,CUST_0018_ACC_1,2025-07-20,Debit_Purchase,3717.68,Rent payment,Thompson-Brooks,,Branch
TXN_8C9CD067,CUST_0018_ACC_1,2025-04-26,Check_Deposit,938.76,Gas station,,,Electronic
TXN_8D24CBAC,CUST_0018_ACC_1,2025-03-09,Check_Deposit,2943.18,Grocery purchase,,,Mobile
TXN_39B6924D,CUST_0018_ACC_1,2025-04-08,Debit_Purchase,4267.12,Online purchase,,,Online
TXN_CE705B0B,CUST_0018_ACC_1,2025-03-23,Direct_Deposit,4279.63,Auto loan payment,,,Online
TXN_0CF9E730,CUST_0018_ACC_1,2025-04-04,Wire_Transfer,3866.31,Investment transfer,,,Electronic
TXN_51D448BF,CUST_0018_ACC_1,2025-02-08,Debit_Purchase,2740.31,Grocery purchase,,,Electronic
TXN_7477DA14,CUST_0018_ACC_1,2025-05-16,ATM_Withdrawal,3667.49,Medical payment,Taylor-York,,Mobile
TXN_D23DD0B2,CUST_0018_ACC_1,2025-04-26,ACH_Debit,3187.16,Mortgage payment,,,ATM
TXN_E83B99A5,CUST_0018_ACC_1,2025-03-05,Wire_Transfer,2042.19,Grocery purchase,,Branch_University_District,Electronic
TXN_4879EA65,CUST_0018_ACC_1,2025-04-05,Debit_Purchase,2250.77,Rent payment,,Branch_Downtown_Main,ATM
TXN_A3C3A35C,CUST_0022_ACC_1,2025-07-12,ACH_Debit,1121.44,Salary deposit,"Moore, Norton and Cisneros",Branch_Suburban_Center,Branch
TXN_E894C223,CUST_0022_ACC_1,2025-07-16,Online_Transfer,1348.13,Education payment,,Branch_Southpark_Ave,Online
TXN_FEB649DB,CUST_0022_ACC_1,2025-05-18,Direct_Deposit,2829.84,ATM withdrawal,,Branch_Airport_Terminal,Electronic
TXN_61442011,CUST_0022_ACC_1,2025-05-13,Online_Transfer,4370.74,ATM withdrawal,Miller PLC,Branch_Westside_Plaza,Electronic
TXN_BE2694DF,CUST_0022_ACC_1,2025-05-02,Wire_Transfer,1031.01,Auto loan payment,,,Branch
TXN_C9EA7857,CUST_0022_ACC_1,2025-08-01,ATM_Withdrawal,1918.44,Gas station,"Wells, Ford and Smith",,Online
TXN_340525F6,CUST_0022_ACC_1,2025-04-21,Debit_Purchase,2652.56,Medical payment,,Branch_Northgate_Mall,Mobile
TXN_C3617DA4,CUST_0022_ACC_1,2025-07-10,Online_Transfer,4531.77,Online purchase,,,ATM
TXN_E6F13DFF,CUST_0022_ACC_1,2025-03-19,ACH_Debit,4776.3,Restaurant,,,Mobile
TXN_CF4B1B01,CUST_0022_ACC_1,2025-04-22,Direct_Deposit,1388.74,Rent payment,,Branch_Financial_District,Online
TXN_5795B356,CUST_0022_ACC_1,2025-03-15,Wire_Transfer,277.99,Grocery purchase,,,ATM
TXN_59EEB50B,CUST_0022_ACC_1,2025-07-19,Online_Transfer,2698.82,Rent payment,,,Electronic
TXN_3D93ABFA,CUST_0022_ACC_1,2025-07-23,Wire_Transfer,3580.61,Medical payment,"Villanueva, Butler and Williams",,Branch
TXN_C6D65AC5,CUST_0022_ACC_1,2025-07-31,ACH_Credit,156.34,Mortgage payment,"Mack, Johnson and Schmidt",Branch_Suburban_Center,Online
TXN_D6535A75,CUST_0022_ACC_1,2025-04-30,ACH_Credit,3893.43,Grocery purchase,,,Branch
TXN_AA62C1DA,CUST_0022_ACC_1,2025-06-26,ATM_Withdrawal,4657.65,Bill payment,,,Branch
TXN_B76697BF,CUST_0022_ACC_1,2025-06-30,Online_Transfer,4967.27,Credit card payment,Simpson-Miller,,Branch
TXN_AC525A21,CUST_0022_ACC_1,2025-06-18,ACH_Credit,667.12,Credit card payment,,Branch_University_District,Online
TXN_2E030329,CUST_0022_ACC_1,2025-06-07,Direct_Deposit,785.07,Salary deposit,Dodson-Anderson,,Branch
TXN_5447AAE8,CUST_0022_ACC_1,2025-03-28,Online_Transfer,3333.64,Investment transfer,,,ATM
TXN_91FDC513,CUST_0022_ACC_1,2025-05-30,ATM_Withdrawal,4948.8,Rent payment,Smith Ltd,,Mobile
TXN_9692B252,CUST_0022_ACC_1,2025-03-29,Debit_Purchase,2338.57,Bill payment,,Branch_Eastside_Center,Branch
TXN_C6406042,CUST_0022_ACC_1,2025-06-09,Wire_Transfer,4032.8,Gas station,"Burgess, Johnson and Gibson",,Mobile
TXN_43106A41,CUST_0022_ACC_1,2025-06-21,ATM_Withdrawal,4438.59,Utility bill,,,ATM
TXN_D6DF86C1,CUST_0022_ACC_1,2025-07-10,Wire_Transfer,1501.13,Online purchase,Lopez-Savage,Branch_Airport_Terminal,Mobile
TXN_CE6DEF8A,CUST_0022_ACC_1,2025-05-26,Online_Transfer,4100.5,Auto loan payment,"Schultz, Dalton and Jones",,Mobile
TXN_FCE78D90,CUST_0022_ACC_1,2025-07-13,Direct_Deposit,3876.43,Utility bill,Schmidt-Phillips,,Online
TXN_2887DBEB,CUST_0022_ACC_1,2025-06-18,ATM_Withdrawal,599.48,Auto loan payment,,,Mobile
TXN_60F12038,CUST_0022_ACC_1,2025-06-08,ACH_Debit,634.66,Utility bill,,,Mobile
TXN_6678EBAA,CUST_0022_ACC_1,2025-05-24,Direct_Deposit,1167.58,Auto loan payment,"Norton, French and Miller",,Mobile
TXN_10BD6139,CUST_0022_ACC_1,2025-07-11,ACH_Credit,2423.03,Mortgage payment,,,Mobile
TXN_5C0156AC,CUST_0022_ACC_1,2025-06-15,ACH_Credit,4330.83,Rent payment,Robertson Ltd,,Branch
TXN_4DA62EA5,CUST_0022_ACC_1,2025-04-09,Wire_Transfer,1407.29,Investment transfer,,,Mobile
TXN_2B2CE3C6,CUST_0022_ACC_1,2025-02-12,ATM_Withdrawal,934.97,Gas station,Diaz-Harvey,,Electronic
TXN_5348A6CF,CUST_0022_ACC_1,2025-04-09,ATM_Withdrawal,1537.46,Rent payment,,Branch_Suburban_Center,ATM
TXN_4EDE56D7,CUST_0022_ACC_1,2025-03-06,ACH_Credit,3978.14,Salary deposit,,,Branch
TXN_3451E555,CUST_0023_ACC_1,2025-05-14,Check_Deposit,4569.62,Medical payment,,,Electronic
TXN_F7C48EB9,CUST_0023_ACC_1,2025-02-15,Online_Transfer,2174.81,Medical payment,,,Branch
TXN_FFD4210F,CUST_0023_ACC_1,2025-06-10,Online_Transfer,856.27,Restaurant,,,Branch
TXN_9EDD607F,CUST_0023_ACC_1,2025-03-11,ACH_Credit,1813.82,Online purchase,,,Electronic
TXN_3E69AF7C,CUST_0023_ACC_1,2025-07-29,Online_Transfer,1435.08,Gas station,,,ATM
TXN_7E293637,CUST_0023_ACC_1,2025-03-17,Wire_Transfer,277.78,Investment transfer,Banks Ltd,Branch_University_District,Online
TXN_73EA41B4,CUST_0023_ACC_1,2025-07-22,Wire_Transfer,2248.02,Gas station,,,Mobile
TXN_5B3AAD63,CUST_0023_ACC_1,2025-05-18,Online_Transfer,2863.2,Investment transfer,,,Electronic
TXN_2FF0A16B,CUST_0023_ACC_1,2025-07-25,Direct_Deposit,1182.13,Online purchase,,,Electronic
TXN_520939AC,CUST_0023_ACC_1,2025-03-12,Online_Transfer,1789.81,Salary deposit,"Hodges, Flores and Hurst",,Mobile
TXN_B3B2C640,CUST_0023_ACC_1,2025-05-04,Wire_Transfer,1498.44,Utility bill,,,Electronic
TXN_444FD3C7,CUST_0023_ACC_1,2025-04-20,Wire_Transfer,2161.93,Bill payment,Brown LLC,,Electronic
TXN_588029D3,CUST_0023_ACC_1,2025-04-25,ACH_Credit,3186.38,Online purchase,,,Online
TXN_04CD718C,CUST_0023_ACC_1,2025-05-04,Wire_Transfer,3361.58,Grocery purchase,,,Electronic
TXN_5C86A01D,CUST_0023_ACC_1,2025-07-02,Debit_Purchase,4932.89,Rent payment,,Branch_University_District,Online
TXN_1E76195C,CUST_0023_ACC_1,2025-04-28,ACH_Debit,2288.41,Education payment,"Gregory, Patel and Carter",,Electronic
TXN_BE7AB33D,CUST_0023_ACC_1,2025-05-25,ATM_Withdrawal,4680.26,ATM withdrawal,,,Branch
TXN_33C29209,CUST_0023_ACC_1,2025-06-26,Wire_Transfer,3446.45,Restaurant,"Lamb, Everett and Jones",,Branch
TXN_2FB77ACB,CUST_0023_ACC_1,2025-07-13,Direct_Deposit,3445.72,Utility bill,Miller-Myers,,ATM
TXN_4EED555A,CUST_0023_ACC_1,2025-03-07,Direct_Deposit,3285.89,Rent payment,,Branch_University_District,Online
TXN_5803D690,CUST_0023_ACC_1,2025-07-25,ACH_Credit,4258.45,Gas station,,,Branch
TXN_17A0758F,CUST_0023_ACC_1,2025-02-16,Direct_Deposit,2454.84,Grocery purchase,Hill Ltd,,ATM
TXN_1A193C55,CUST_0023_ACC_1,2025-03-01,Debit_Purchase,1748.15,Rent payment,Golden PLC,Branch_Northgate_Mall,Online
TXN_B39F9A7F,CUST_0023_ACC_1,2025-07-24,ACH_Debit,4132.23,Restaurant,,,Online
